timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763735843007,22,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-12,text,true,,108855,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,20,0,0
1763735843023,19,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-4,text,true,,108851,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,18,0,0
1763735843039,18,Buka Homepage,200,OK,TC-045 Endurance Test 1-8,text,true,,117307,116,20,20,http://localhost:3000/,17,0,0
1763735843087,18,Buka Homepage,200,OK,TC-045 Endurance Test 1-1,text,true,,117309,116,20,20,http://localhost:3000/,17,0,0
1763735843103,20,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-20,text,true,,108849,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,17,0,0
1763735843119,18,Buka Homepage,200,OK,TC-045 Endurance Test 1-7,text,true,,117311,116,20,20,http://localhost:3000/,17,0,0
1763735843215,21,Buka Homepage,200,OK,TC-045 Endurance Test 1-10,text,true,,117305,116,20,20,http://localhost:3000/,20,0,0
1763735843259,21,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-13,text,true,,108853,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,20,0,0
1763735843325,37,Buka Homepage,200,OK,TC-045 Endurance Test 1-18,text,true,,117307,116,20,20,http://localhost:3000/,30,0,0
1763735843325,52,Buka Homepage,200,OK,TC-045 Endurance Test 1-9,text,true,,117305,116,20,20,http://localhost:3000/,35,0,0
1763735843341,55,Buka Homepage,200,OK,TC-045 Endurance Test 1-2,text,true,,117309,116,20,20,http://localhost:3000/,48,0,0
1763735843356,70,Lihat Detail Produk,200,OK,TC-045 Endurance Test 1-5,text,true,,108849,158,20,20,http://localhost:3000/accessories/stainless-steel-thermos-yellow,63,0,0
